"Actual","Predicted"
7017.298,7035.75884972946
9106.994,8987.2369167448
9464.413,9520.74051333411
7873.311,7947.61344317425
8697.785,8699.91587237295
9273.896,9311.59812975204
8601.364,8701.80588107726
7036.583,6793.96958880301
7880.297,7948.67896344889
8696.155,8701.41159806865
9565.831,9526.62511365614
9042.124,8987.58879706862
9952.677,9954.359890596
9490.437,9514.14232878165
6976.289,6989.74600524432
6968.495,7006.50954092389
9452.395,9513.09290347163
7210.244,7327.97561092493
8012.033,7948.39418727472
8811.262,8694.27075958443
9978.999,9948.7831966394
6764.646,6809.53724728917
7967.87,7947.57433359051
9581.553,9519.78463037105
9068.105,8980.20569518619
9591.497,9528.56827882779
9596.995,9529.57266523001
9337.817,9315.96212849785
6985.215,7051.62173451294
8720.804,8695.56311544472
7410.465,7327.26526407517
9067.978,8987.93445417815
9083.277,8981.41610799772
7206.713,7327.64390325028
9254.368,9313.87009770894
9421.458,9520.89977254548
7308.485,7327.64390325028
7129.529,6997.28369224106
8026.476,7948.81975795032
9058.546,8988.04385861916
7008.179,7014.44618329621
6871.516,7012.30761285312
9909.101,9959.50654573641
8966.903,8985.74685046816
9924.005,9958.74110276705
6993.848,7057.02697100773
6985.711,6961.46830355042
6923.47,6871.20064179489
7004.08,7009.05803820908
8992.744,8985.87173209318
6814.795,6875.40189969709
6906.315,6838.67538490619
6936.418,7065.22751438888
6803.099,6874.02408679846
9597.528,9524.61287632032
9512.47,9518.96364566818
7962.709,7947.99208234937
6982.7,7017.97846487285
9032.884,8983.70279802604
6920.297,6888.83997774864
6925.128,6844.83500460287
9302.019,9324.73505566567
9938.047,9947.50511225902
8729.996,8700.1427079586
7880.602,7947.99990426611
9063.353,8989.26352540042
6793.5,6885.41425769609
7946.145,7948.79629220008
6748.568,6849.05477640591
9983.861,9963.70782073948
9564.186,9525.59647553433
8780.688,8697.69879073946
6893.617,6784.08674927549
8643.431,8695.75866336339
9097.284,8982.50786239852
9416.796,9518.77320567448
8702.964,8694.10649933276
9528.848,9525.43028726022
10040.392,9964.55294793033
9909.904,9949.10875335649
6963.76,6961.31330024917
6979.937,7060.76959334873
9041.285,8986.31131645971
8602.847,8698.09307374807
9572.34,9524.15913194257
9393.027,9324.79741723031
9143.818,8990.13753507214
6770.532,6818.77929877035
9086.2,8981.36861229274
9554.447,9526.36191850369
9468.039,9522.68356927415
9264.972,9324.05622598053
8734.159,8699.00997760453
9486,9523.2827147378
9305.526,9323.92457378851
8074.024,7947.58215550726
6999.318,6966.8932220378
6750.92,6870.37732145696
7176.981,7328.44029118426
8619.649,8701.64162082559
7273.132,7326.98830981775
6888.173,6881.55976725615
6892.159,6879.75550761312
8685.585,8701.20822823324
7979.872,7948.29250235702
9473.458,9528.05206365379
8057.73,7947.56651167377
10041.317,9959.99136166488
6944.363,7050.67177831139
9482.581,9518.08744692661
6764.601,6872.3055762167
9918.72,9949.96784790442
8700.323,8698.90510551554
6969.662,7067.29597960419
7000.915,6900.19768034704
9434.874,9529.18474694828
8786.362,8696.99945297774
7068.061,6994.09379778265
6922.392,7054.65055589096
9996.399,9970.21603670795
6882.745,6905.53803040538
6952.127,7061.75052011333
9232.354,9319.55029068019
7256.377,7328.40900351727
9930.703,9958.83453588241
9400.91,9321.98162708007
6942.359,7016.64732907327
9335.933,9315.64696537487
7982.614,7945.10695062113
8676.573,8699.8063655385
9454.965,9523.00230616011
7397.562,7327.70647858426
8694.579,8701.59468932511
6930.441,6778.06907963149
9957.093,9938.53091457698
9345.987,9319.80991206967
8974.236,8981.81851478195
7180.319,7329.14281611727
9933.07,9958.68902556491
9250.531,9322.79199972563
8621.794,8700.94691780932
6793.996,6793.3959857551
9235.707,9312.83810428737
9425.277,9318.63587286196
7889.226,7949.12799987472
7859.412,7950.05736039339
6946.033,6958.88416333521
9867.782,9950.6434315214
6964.417,6830.45827146073
9891.982,9962.50942058058
8710.255,8698.96768084951
9501.986,9516.23782410193
9863.588,9949.05353931779
8965.551,8983.3612358249
8963.46,8982.62652080925
6865.6,6871.78699352794
9305.649,9319.43942567638
8036.849,7945.90333855511
8072.727,7946.7544799063
9880.506,9948.38510322677
6934.668,7034.61366271318
9399.036,9320.65514849212
7041.078,7060.99005459181
8954.487,8983.24151326122
7085.621,6978.06845504712
9950.179,9963.29911526953
8978.101,8980.59884800069
7892.421,7947.51958017329
7392.494,7326.91791256703
7810.061,7950.01042889291
9113.568,8984.57574354482
7096.517,6959.83757364999
9912.283,9940.5779064581
7999.033,7947.57433359051
7966.515,7948.37072152448
7979.318,7948.7493606996
9426.471,9322.10970550912
9237.978,9318.87492552643
8777.904,8694.68068642654
7343.482,7327.25744215842
8613.045,8696.01215187056
9245.829,9313.84931052073
6810.461,6870.96627631543
9956.959,9961.50849870973
9250.172,9320.76590426433
7966.661,7947.95297276563
7082.633,6975.80557238338
9552.504,9520.12404521362
6866.925,6979.41785034611
9027.27,8987.63522862064
9565.624,9529.67313663971
7964.039,7948.77282644984
6890,6822.1661887216
6956.715,7064.51775158499
10028.465,9963.81522121192
7038.725,7027.95521756334
7240.053,7327.32783940914
7344.775,7326.95702215076
9020.279,8988.11092641653
7273.441,7327.64390325028
9048.099,8980.96514135557
6872.633,6857.25561180999
9979.913,9956.80854965272
8746.384,8700.15052987535
7930.99,7950.04953847664
8031.681,7949.21404095894
9361.996,9324.6415133187
7226.828,7327.65954708378
8613.435,8695.73838478443
9098.36,8990.06530821344
9233.49,9320.61692941546
8760.141,8699.81418745525
6982.448,6783.86310086112
7252.441,7327.72212241775
9425.568,9527.04074818883
9498.999,9527.00967663811
7028.351,7025.38180695373
9351.685,9319.93809973033
9557.689,9526.95077960483
7042.491,6961.58563230162
9270.793,9314.72908302527
9237.901,9313.81120067567
7969.034,7947.28173549961
9354.934,9323.59566177165
9414.235,9521.74489973634
8730.82,8699.41990444663
6868.516,6849.50320370487
6854.19,6883.03203974211
8773.164,8698.60005076242
6879.818,6827.85041109385
9874.932,9962.85240918612
9429.491,9325.11615411627
6811.633,6828.15457723766
6779.921,6808.01052594942
10086.415,9968.66782811238
7325.142,7328.06165200914
9534.746,9526.21305288643
7304.873,7328.0225424254
10011.841,9942.71844068618
7162.349,7328.3464281833
6935.918,6809.50885477053
8934.368,8982.52849864386
9881.039,9952.45137073804
6973.633,6821.61229274728
8672.282,8695.73838478443
9892.099,9955.18065683566
6895.886,7002.41230412288
7246.166,7327.70647858426
7229.075,7328.00689859191
7942.242,7950.81463874362
8772.047,8694.09867741601
9492.153,9520.45306646208
9569.279,9526.78794663049
9510.066,9514.29812346166
9457.76,9524.95564646265
9899.504,9965.97654262822
8079.271,7945.86422897137
8930.212,8980.94556926317
7370.124,7326.980487901
6926.327,6885.98407698634
8692.78,8696.6677453031
7186.595,7327.94432325794
7983.107,7946.64497307185
9420.408,9523.26539208095
7218.899,7329.10370653354
6972.17,6814.21880420318
8057.227,7945.85640705463
7092.533,7021.30629630585
9487.648,9516.76085910706
7339.781,7327.33566132588
9023.284,8982.36750358949
6952.571,7005.30000135502
8989.16,8980.95482323289
6822.175,6813.51801886728
8736.706,8697.79584091171
9458.8,9528.1976832029
7139.424,7329.11152845028
9319.434,9322.10624097775
7265.996,7328.0381862589
8592.562,8697.76136607344
10063.579,9964.82653667688
7393.649,7327.26526407517
7907.603,7946.66843882209
9091.215,8987.32977984885
7244.086,7327.88956984071
7980.888,7948.67896344889
7338.73,7327.62825941679
7026.696,6958.4493231687
7351.343,7326.95702215076
8762.279,8700.11142029162
8756.395,8697.99921074712
9287.63,9316.50930599096
9093.239,8981.84021518024
8674.115,8698.47171292319
7959.213,7947.63690892449
10025.466,9957.91005216488
7074.813,6976.77928635811
10016.313,9962.91477075077
9510.429,9515.30608362685
9557.791,9521.83508678354
8048.94,7946.31326539721
8949.161,8980.96104644718
7274.701,7327.37477090962
8594.95,8702.1532325854
7322.689,7326.62531447612
9881.501,9958.16274449162
7945.105,7948.78847028334
6929.286,7045.46817205489
7944.656,7950.05736039339
7349.696,7326.91009065029
6919.23,6895.93619583485
8617.407,8697.33579539784
7186.514,7327.63608133354
7030.25,7047.7101670128
8987.282,8982.51818052119
9352.215,9313.5169339725
8721.35,8695.71173186291
9593.907,9523.03684224219
7927.43,7947.98426043262
8632.549,8695.0827913519
9041.184,8980.93418698755
9116.163,8988.25022107261
6916.019,6961.21800221453
7981.018,7947.57433359051
9429.52,9533.6145717901
9320.758,9313.79387801882
8583.153,8698.3387403385
9260.983,9320.64811019778
9033.206,8981.59151608315
9408.926,9319.00646848685
9138.083,8991.27056196363
6898.333,6782.4812247224
6893.543,6782.82423350801
7137.09,7328.7563550254
6962.144,6958.86677990461
8695.551,8700.35708688204
9973.384,9945.20542805117
7326.898,7326.60967064263
7277.077,7328.74071119191
6795.587,6786.42405480853
7244.383,7327.97561092493
7270.571,7326.60184872589
7239.394,7327.72212241775
9289.893,9314.84330332884
7259.772,7328.06947392588
9351.332,9319.88277646002
6870.611,6790.0177812489
8985.073,8980.42237576231
7365.801,7327.24962024167
9531.32,9524.23188710132
6877.056,7033.46528852562
6962.627,7045.66925586883
6912.868,7066.28550476971
9582.026,9522.78057615249
6916.169,6908.48284231923
7920.871,7949.59268013405
9845.323,9944.71346459676
6981.075,6991.72520458263
10074.692,9962.66521526059
9400.396,9314.61475349009
9459.595,9518.88049691532
9445.224,9520.98638582971
7310.848,7327.65172516703
8671.572,8697.04638447821
7280.404,7329.11152845028
7298.624,7328.44029118426
9268.002,9323.22495691516
6804.358,6819.87581468904
9225.045,9313.80080708156
9420.595,9319.14504974161
9408.213,9521.00035318679
6782.427,6794.86071580675
7995.621,7948.30814619051
7931.698,7949.44406371587
9998.682,9951.15260840105
7935.67,7947.2973793331
10039.534,9955.8698801149
7050.149,7010.39236117995
9084.042,8986.25456678501
6936.355,6902.59815780042
9478.281,9529.31282537733
9346.444,9319.47396175847
8746.897,8697.74890941123
8595.524,8699.36196385812
9932.392,9957.85797496274
7926.626,7949.53792671683
6913.327,6957.88325001459
9998.645,9952.09095024405
7909.031,7950.83028257712
9345.481,9325.00161236617
8614.42,8696.52376363037
6852.051,6875.12608845041
8723.732,8697.39373598635
8006.795,7946.32108731396
7903.298,7948.22992702305
6978.149,7029.1316546251
9406.69,9514.84541018637
9349.425,9323.21120802129
9422.476,9316.67213896531
7134.764,7328.72506735842
9447.599,9520.97956599858
7927.091,7946.84834290726
7134.743,7329.04113119956
8784.962,8697.39373598635
10044.105,9973.54133143265
7015.83,7018.35424652112
9514.762,9518.06308597542
6906.818,6871.60738146571
7013.9,7034.98129280027
8580.773,8698.88946168205
6954.324,6971.24397242698
8980.826,8983.57791640103
6836.396,7020.99482958866
9267.021,9322.05091770745
9437.611,9526.73597865995
6988.129,6960.09743649973
6992.061,6960.51837242987
7102.866,6990.24197317064
9269.426,9318.89571271464
6976.482,6835.51036615069
7270.824,7327.27308599191
9445.328,9522.59349145856
7080.383,7061.57555533706
9425.524,9320.88023379951
7038.833,7027.64693801744
8912.406,8982.92574636676
7965.331,7949.56921438382
8009.3,7947.95297276563
9607.616,9530.94418272576
7038.548,7065.2582305505
8639.061,8694.95764068395
7395.961,7327.24179832493
7977.073,7949.87745630822
10002.623,9962.35005213761
9387.072,9323.25613769748
9457.562,9526.99224474966
8675.895,8697.9131696629
9449.694,9523.78507178631
9390.29,9317.35432395021
8026.998,7947.99208234937
9896.461,9962.88716373142
7057.426,6817.92349759269
7188.885,7328.03036434215
9261.462,9324.89442410865
9512.988,9518.11851847733
9064.252,8981.46769861108
9861.294,9944.59599822502
6960.42,6877.10970575425
7924.911,7949.1905752087
9910.655,9949.65950461257
7868.073,7948.77282644984
7318.974,7328.04600817564
7033.121,7056.35889583199
6991.138,6897.06311081122
9074.117,8989.20161666438
9302.081,9319.88613175979
6958.203,6837.12631574594
7361.096,7327.66736900052
8901.261,8981.90212391628
6841.662,6802.54618077437
7208.705,7328.06165200914
9410.829,9518.85635442734
9437.073,9517.38090099053
6798.27,6785.35591886797
7029.564,6962.725880009
9073.448,8982.09407333867
8958.244,8981.42642612039
8962.37,8989.84240442303
7010.207,7067.37564634583
7052.681,7048.24987926831
8621.906,8701.34120081793
7923.267,7949.97131930917
8031.106,7946.32108731396
9580.241,9529.7874661749
7053.482,7060.23132866739
9299.467,9319.1693014612
9354.269,9321.08117661892
8776.557,8698.34656225525
9536.058,9528.14571523236
9896.788,9955.8145568446
9283.766,9311.24139225263
6994.174,7056.96755776404
9009.651,8987.05012638375
6872.671,6849.13473517048
7915.169,7947.58997742401
9017.362,8982.32107203746
7985.929,7950.03389464315
10008.231,9951.18357072016
9231.395,9321.30972645767
9615.518,9528.45048476124
7952.269,7948.38636535798
6914.319,7008.31317889955
7005.799,7023.32290325228
6831.473,6812.53071776011
6831.506,7019.66224621491
9238.733,9318.58390489143
9530.886,9533.00503273235
8936.596,8986.69415115155
6997.649,7020.58349279389
7905.984,7946.21158047951
9576.358,9524.88635583527
9235.01,9312.10373286872
6803.585,6842.07502354258
6771.323,6887.44159424812
7919.81,7946.81705524028
8013.737,7949.12017795798
9079.209,8981.76798832154
6953.272,6870.16789438292
10042.734,9954.76166700321
9980.579,9954.62644104821
9885.15,9953.85060448474
7344.344,7327.27308599191
8952.488,8982.92681051971
9599.488,9520.09968426243
9066.647,8986.61570107855
9104.34,8984.50245253317
9537.344,9530.34503726211
8650.502,8699.81100028396
8654.91,8696.09037103803
8967.705,8989.88474106667
9536.884,9521.84883567741
9238.998,9317.67306083616
7087.082,7016.88803127379
7368.332,7327.67519091727
7853.861,7950.38906806803
7243.913,7328.78764269239
8740.895,8697.35926114808
6938.193,7033.30885019069
7173.869,7328.33078434981
9437.28,9523.78853631768
8706.876,8701.40696332319
9403.215,9518.5585139612
8695.272,8696.94469956051
7045.555,6998.20986558844
8894.115,8980.68139298207
6955.742,7050.26185146928
7267.424,7328.42464735076
9997.236,9965.31178953176
9112.628,8986.44545205446
8902.322,8982.23852705608
6840.536,6853.42256804075
8023.039,7948.77282644984
6953.267,7040.92015923094
9488.267,9531.85178071286
9250.033,9325.39667192556
9302.171,9312.51936740141
10069.628,9959.75956575796
8992.175,8987.11203511978
7211.511,7327.29655174215
8048.789,7947.08618758094
9330.495,9326.31790957493
8003.486,7947.90604126515
9477.79,9519.69790785522
7892.954,7948.03901384985
8624.714,8699.66238386578
9966.147,9957.43183760434
9463.083,9522.22993412801
8693.691,8695.64133461219
9451.179,9519.15062113051
8616.099,8695.58658119496
9498.465,9518.34024848495
9548.465,9528.55442070231
8000.187,7948.81193603358
9343.895,9321.25429395577
9233.991,9322.5149464477
7247.068,7328.43246926751
9289.517,9320.1875459889
9241.715,9319.2246247315
8725.378,8699.36196385812
9955.246,9950.36984277484
7200.325,7328.07729584263
8974.462,8985.89236833852
9345.329,9313.81466520704
9360.182,9319.96235144991
9252.352,9315.3975191163
7933.819,7950.8615702441
6901.131,6975.77808101456
10034.644,9970.51376794248
9583.65,9527.4806344411
6749.927,6818.70977758844
9292.059,9324.02850972958
9546.788,9514.9874559725
9414.434,9323.12448550546
9564.97,9529.93286726079
10009.808,9944.87283303974
9417.546,9321.30961722607
6927.237,6981.1308501136
8014.919,7945.17734787185
6872.037,6785.6734428238
9024.578,8990.45846102794
7264.56,7328.36989393354
9354.472,9316.23918177578
6896.826,6807.26280911304
9966.855,9955.03168198679
6894.43,6880.34362402429
9496.166,9523.8093235059
7280.937,7327.28090790866
9465.12,9517.23539067302
9286.401,9318.24449004886
7128.264,7328.69377969143
9049.067,8986.59506483321
6898.89,6810.02482179337
8626.939,8698.75648909736
9140.688,8990.42750665993
7234.963,7329.16628186751
8036.894,7946.32108731396
9233.6,9312.86917583808
9427.234,9519.68415896135
7863.665,7948.34725577425
9222.134,9312.77227819135
8056.574,7946.76230182305
9373.459,9322.16513801103
8989.29,8982.66779329994
9237.187,9320.25672738468
9251.73,9320.85598207993
6837.528,6801.15042548027
7404.616,7327.34348324263
9245.118,9322.28986114032
7074.365,7064.82830461187
10001.044,9949.81529929258
6786.534,6836.44641811586
9321.7,9319.69222723472
8741.648,8701.65726465908
9082.238,8981.60699326716
7240.223,7327.6126155833
6962.795,6886.85495049213
8702.645,8696.06690528779
6691.002,6845.23303374764
6899.63,6816.54772885461
8009.14,7946.42277223166
9933.322,9961.73726701169
8772.755,8698.58440692893
8994.06,8985.92848176788
6974.988,6883.57727535239
8675.033,8699.63891811554
6890.272,7028.9126409562
8731.963,8697.47195515381
6870.168,6893.64319359588
9463.411,9523.72963928441
9504.912,9521.2565100449
8637.311,8696.28910612798
6924.872,6869.93958614209
8736.652,8699.85329703898
7163.886,7328.41682543402
6964.192,7066.03925413341
7280.938,7327.33566132588
7112.95,7025.53969286284
7907.304,7946.77794565654
6985.789,6899.79817854709
9408.202,9319.70954989157
7124.435,6959.90246008644
9961.06,9961.79259028199
9927.973,9966.21548606108
8643.36,8698.95203701602
7825.898,7950.82246066037
6857.863,6856.55803872638
9080.173,8981.01779612188
9971.54,9951.48844948064
7018.098,6864.32256130877
7951.937,7947.45700483932
7947.468,7945.57163088047
8998.919,8988.69496450048
9448.292,9517.42247536695
6899.997,6788.98239309001
7058.15,6965.70691889874
7333.385,7327.28090790866
9041.348,8986.2019120187
7228.473,7329.15063803402
8016.598,7947.6056212575
7192.449,7327.96778900818
9030.684,8988.80330478854
9551.026,9523.94086646632
9006.143,8989.69279164428
7290.731,7326.54709530866
10045.075,9964.36608169961
6818.175,6851.79560935747
8021.285,7946.39930648142
6761.198,6792.09320485265
8587.269,8701.29426931745
6856.138,6900.61861627718
9885.221,9960.57004763512
6926.996,6963.27545834181
6964.123,6959.12982992564
9052.465,8983.15896827984
6827.698,6966.38798462056
9249.756,9318.87146099506
6852.825,6896.9909990444
9364.979,9318.1060180257
9515.154,9523.78160725495
7844.113,7949.19839712544
8091.024,7945.57945279721
8959.613,8985.92332270654
9516.133,9519.63912005355
7041.84,7049.4530068731
9053.363,8982.29011766945
7925.953,7947.53522400678
9522.611,9516.41787050152
7299.273,7328.7563550254
7041.793,6966.39061282698
7085.705,7027.87377360309
6945.619,6981.12302819685
9144.726,8990.6080738067
8938.145,8987.5578427006
6872.717,7054.54104905651
9561.344,9520.91709520233
9406.575,9517.56441192148
7232.523,7327.60479366655
10059.402,9967.55257670634
8062.657,7946.8718086575
7089.328,6959.91955149411
9259.304,9310.60056318095
8722.715,8698.55311926195
9438.35,9515.91573191621
8969.721,8983.43862174495
7035.363,6986.18848069883
8682.895,8697.77700990693
8633.953,8698.57658501218
8110.045,7945.51687746324
9126.761,8989.75985944165
9271.088,9322.40765520687
6760.392,6844.62526042489
9981.862,9972.0241943878
8930.455,8982.9680830104
9229.583,9318.42800097982
9293.054,9320.40916676492
9495.106,9516.17557176889
9924.53,9952.34375180239
8639.961,8700.43530604951
9383.977,9324.69359052084
7907.451,7947.6056212575
8071.96,7945.87205088812
8700.134,8695.36756752606
8015.12,7948.01554809961
7170.918,7328.72506735842
9099.699,8983.55212109434
9386.528,9326.2764444301
9320.65,9322.53237833615
7946.115,7945.493411713
6836.137,6838.59889279533
9033.996,8986.94694515702
9248.305,9319.28709552775
7360.501,7328.00689859191
7196.951,7328.37771585028
7262.121,7327.69083475076
8577.044,8700.56045671745
9546.659,9514.15272237576
8665.766,8699.40426061314
6798.858,6856.44096437661
9238.5,9321.83611676257
7087.954,6959.502970827
7004.962,7056.26822000231
7086.811,7065.73593897741
7318.092,7327.65954708378
9450.169,9521.33965879775
9286.616,9321.71485816465
8010.607,7946.227224313
10028.793,9951.68235400571
6980.976,6996.75821386638
9913.78,9950.08899727074
9418.773,9524.23870693246
9020.323,8988.78782760453
7876.562,7949.22186287568
7120.978,6959.11418609215
9346.629,9312.65794865617
8705.026,8699.24463510693
7006.03,6982.98728512945
7257.949,7328.80328652588
6789.757,6873.25520277381
9910.234,9955.3330962159
6885.537,6962.1986244157
6875.828,6844.17303682776
9260.892,9320.40570223355
